"Código da Emenda";"Ano da Emenda";"Tipo de Emenda";"Código do Autor da Emenda";"Nome do Autor da Emenda";"Número da emenda";"Localidade do gasto";"Código Função";"Nome Função";"Código Subfunção";"Nome Subfunção";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos A Pagar Inscritos";"Valor Restos A Pagar Cancelados";"Valor Restos A Pagar Pagos"
"202040540017";"2020";"Emenda Individual - Transferências";"4054";"PAULO GANIME";"0017";"RIO DE JANEIRO (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"2500000,00";"487621,00";"487621,00";"2012379,00";"0,00";"2012379,00"
"202019860004";"2020";"Emenda Individual - Transferências";"1986";"PAULO PIMENTA";"0004";"MÚLTIPLO";"MU";"Múltiplo";"MU";"Múltiplo";"920227,00";"123923,00";"123923,00";"1369304,00";"143250,00";"653054,00"
"202040580008";"2020";"Emenda Individual - Transferências";"4058";"PROFESSOR ALCIDES";"0008";"Nacional";"14";"Direitos da cidadania";"422";"Direitos individuais, coletivos e difusos";"1183660,00";"0,00";"0,00";"1234609,00";"0,00";"1132711,00"
"202041920003";"2020";"Emenda Individual - Transferências";"4192";"REINHOLD STEPHANES JUNIOR";"0003";"PARANÁ (UF)";"15";"Urbanismo";"451";"infra-estrutura urbana";"3200000,00";"76841,00";"76841,00";"3123159,00";"0,00";"3123159,00"
"202081000319";"2020";"Emenda de Relator";"8100";"RELATOR GERAL";"0319";"Nacional";"14";"Direitos da cidadania";"422";"Direitos individuais, coletivos e difusos";"30457636,47";"21914069,61";"19337581,43";"11239328,65";"1810574,72";"9309480,32"
"202081000388";"2020";"Emenda de Relator";"8100";"RELATOR GERAL";"0388";"Nacional";"12";"Educação";"365";"Educação infantil";"12325449,51";"11646334,76";"11646334,76";"679114,75";"157171,83";"521942,92"
"202081001480";"2020";"Emenda de Relator";"8100";"RELATOR GERAL";"1480";"Nacional";"MU";"Múltiplo";"MU";"Múltiplo";"2726525424,32";"57212397,91";"56504831,19";"3853045736,39";"224951178,25";"1837694171,11"
"202081001487";"2020";"Emenda de Relator";"8100";"RELATOR GERAL";"1487";"Nacional";"MU";"Múltiplo";"MU";"Múltiplo";"395108834,08";"8269795,84";"8269795,84";"591122123,51";"21070340,07";"215086146,90"
"202081001608";"2020";"Emenda de Relator";"8100";"RELATOR GERAL";"1608";"Nacional";"14";"Direitos da cidadania";"422";"Direitos individuais, coletivos e difusos";"19747733,80";"6941285,60";"6891132,45";"13698123,53";"721148,61";"11293930,56"
"202037520005";"2020";"Emenda Individual - Transferências";"3752";"RONALDO CARLETTO";"0005";"BAHIA (UF)";"15";"Urbanismo";"451";"infra-estrutura urbana";"3400000,00";"123259,00";"123259,00";"3302129,00";"0,00";"3264047,00"
"202041300008";"2020";"Emenda Individual - Transferências";"4130";"SAMIA BOMFIM";"0008";"SÃO PAULO - SP";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"1230227,00";"1230227,00";"1230227,00";"0,00";"0,00";"0,00"
"Sem informaç";"2020";"Emenda de Bancada";"S/I";"Sem informação";"S/I";"TOCANTINS (UF)";"15";"Urbanismo";"244";"Assistência comunitária";"18343550,00";"11220300,00";"11220300,00";"7123250,00";"2833550,00";"4289700,00"
"202040680019";"2020";"Emenda Individual - Transferências";"4068";"SIDNEY LEITE";"0019";"AMAZONAS (UF)";"12";"Educação";"364";"Ensino superior";"196071,66";"123889,47";"122921,91";"92467,27";"0,00";"53832,23"
"202037750001";"2020";"Emenda Individual - Transferências";"3775";"VICENTINHO JUNIOR";"0001";"TOCANTINS (UF)";"10";"Saúde";"301";"Atenção básica";"5123454,00";"4865227,00";"4865227,00";"258227,00";"0,00";"258227,00"
"202041820013";"2020";"Emenda Individual - Transferências";"4182";"ZEQUINHA MARINHO";"0013";"Norte";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"1439957,95";"752541,37";"0,00";"1439957,95";"212396,61";"1227561,34"
"202128710003";"2021";"Emenda Individual - Transferências";"2871";"AFONSO FLORENCE";"0003";"BAHIA (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"1239135,00";"1239135,00";"1239135,00";"0,00";"0,00";"0,00"
"202139140002";"2021";"Emenda Individual - Transferências";"3914";"ANDRE JANONES";"0002";"MINAS GERAIS (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"1735683,00";"1235683,00";"1235683,00";"1000000,00";"0,00";"500000,00"
"202123560001";"2021";"Emenda Individual - Transferências";"2356";"ARNALDO JARDIM";"0001";"SÃO PAULO (UF)";"10";"Saúde";"301";"Atenção básica";"3037249,00";"949678,00";"949678,00";"4475128,00";"0,00";"1787585,00"
"202123560002";"2021";"Emenda Individual - Transferências";"2356";"ARNALDO JARDIM";"0002";"SÃO PAULO (UF)";"14";"Direitos da cidadania";"422";"Direitos individuais, coletivos e difusos";"600000,00";"0,00";"0,00";"1200000,00";"0,00";"600000,00"
"202123560003";"2021";"Emenda Individual - Transferências";"2356";"ARNALDO JARDIM";"0003";"SÃO PAULO (UF)";"20";"Agricultura";"608";"Promoção da produção agropecuária";"250000,00";"0,00";"0,00";"539106,89";"39106,89";"210893,11"
"202123560005";"2021";"Emenda Individual - Transferências";"2356";"ARNALDO JARDIM";"0005";"SÃO PAULO (UF)";"08";"Assistência social";"306";"Alimentação e nutrição";"200000,00";"0,00";"0,00";"401683,57";"0,00";"198316,43"
"202123560006";"2021";"Emenda Individual - Transferências";"2356";"ARNALDO JARDIM";"0006";"SÃO PAULO (UF)";"10";"Saúde";"301";"Atenção básica";"2100000,00";"500000,00";"500000,00";"3200000,00";"0,00";"1600000,00"
"202123560007";"2021";"Emenda Individual - Transferências";"2356";"ARNALDO JARDIM";"0007";"SÃO PAULO (UF)";"27";"Desporto e lazer";"811";"Desporto de rendimento";"200000,00";"0,00";"0,00";"400000,00";"0,00";"200000,00"
"202123560008";"2021";"Emenda Individual - Transferências";"2356";"ARNALDO JARDIM";"0008";"SÃO PAULO (UF)";"28";"Encargos especiais";"845";"Outras transferências";"6329993,00";"4538996,15";"4538996,15";"3581993,70";"0,00";"1790996,85"
"202123560009";"2021";"Emenda Individual - Transferências";"2356";"ARNALDO JARDIM";"0009";"SÃO PAULO (UF)";"23";"Comércio e serviços";"695";"Turismo";"260000,00";"3500,00";"3500,00";"514012,17";"0,00";"255487,83"
"202123560010";"2021";"Emenda Individual - Transferências";"2356";"ARNALDO JARDIM";"0010";"SÃO PAULO (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"697934,00";"0,00";"0,00";"1794013,00";"0,00";"299789,00"
"202123560011";"2021";"Emenda Individual - Transferências";"2356";"ARNALDO JARDIM";"0011";"SÃO PAULO (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"2000000,00";"0,00";"0,00";"4398750,88";"24630,00";"1576619,12"
"202171180004";"2021";"Emenda de Bancada";"7118";"BANCADA DE PERNAMBUCO";"0004";"PERNAMBUCO (UF)";"15";"Urbanismo";"244";"Assistência comunitária";"12320234,00";"0,00";"0,00";"49280936,00";"0,00";"0,00"
"202171180007";"2021";"Emenda de Bancada";"7118";"BANCADA DE PERNAMBUCO";"0007";"PETROLINA - PE";"26";"Transporte";"782";"Transporte rodoviário";"12320234,00";"0,00";"0,00";"24640468,00";"0,00";"12320234,00"
"202171230001";"2021";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0001";"CACOAL - RO";"05";"Defesa nacional";"244";"Assistência comunitária";"11200215,00";"6096594,00";"4929276,00";"12541878,00";"0,00";"6270939,00"
"202171230002";"2021";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0002";"PORTO VELHO - RO";"05";"Defesa nacional";"244";"Assistência comunitária";"6720129,50";"1139,00";"0,00";"16020789,00";"0,00";"4139599,50"
"202171230003";"2021";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0003";"RONDÔNIA (UF)";"26";"Transporte";"782";"Transporte rodoviário";"45865953,00";"3157516,81";"3150236,10";"101735124,60";"1020951,05";"25391075,05"
"202171230004";"2021";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0004";"CACOAL - RO";"20";"Agricultura";"608";"Promoção da produção agropecuária";"4480087,00";"0,00";"0,00";"13791140,18";"0,00";"3092603,91"
"202171230005";"2021";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0005";"GUAJARÁ-MIRIM - RO";"15";"Urbanismo";"451";"infra-estrutura urbana";"4480087,00";"0,00";"0,00";"12397351,00";"0,00";"1235079,00"
"202171230006";"2021";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0006";"MACHADINHO D'OESTE - RO";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"8954988,00";"860117,00";"860117,00";"22596542,00";"0,00";"1688071,00"
"202171230007";"2021";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0007";"JI-PARANÁ - RO";"26";"Transporte";"782";"Transporte rodoviário";"22905509,00";"0,00";"0,00";"63985610,27";"0,00";"4730916,73"
"202171230008";"2021";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0008";"PORTO VELHO - RO";"05";"Defesa nacional";"244";"Assistência comunitária";"12320239,00";"0,00";"0,00";"24640478,00";"0,00";"12320239,00"
"202171230009";"2021";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0009";"RONDÔNIA (UF)";"19";"Ciência e Tecnologia";"572";"Desenvolvimento tecnológico e engenharia";"22345498,00";"21228223,10";"21228223,10";"2234549,80";"0,00";"1117274,90"
"202171230010";"2021";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0010";"RONDÔNIA (UF)";"10";"Saúde";"122";"Administração geral";"12320239,00";"12320239,00";"12320239,00";"0,00";"0,00";"0,00"
"202171230011";"2021";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0011";"RONDÔNIA (UF)";"12";"Educação";"363";"Ensino profissional";"6889199,00";"0,00";"0,00";"14185434,39";"0,00";"6482162,61"
"202171230012";"2021";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0012";"SÃO PAULO (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"25145552,00";"25145552,00";"25145552,00";"0,00";"0,00";"0,00"
"202171230013";"2021";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0013";"RONDÔNIA (UF)";"12";"Educação";"364";"Ensino superior";"5482899,26";"0,00";"0,00";"12200857,93";"0,00";"4247839,85"
"202171230014";"2021";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0014";"RONDÔNIA (UF)";"05";"Defesa nacional";"244";"Assistência comunitária";"70117488,80";"42003684,00";"42003684,00";"56227609,60";"1307,97";"28112496,83"
"202171230015";"2021";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0015";"ARIQUEMES - RO";"05";"Defesa nacional";"244";"Assistência comunitária";"11188128,33";"0,00";"0,00";"30978022,66";"50944,03";"2535418,30"
"202171240008";"2021";"Emenda de Bancada";"7124";"BANCADA DE RORAIMA";"0008";"BOA VISTA - RR";"15";"Urbanismo";"244";"Assistência comunitária";"5545179,00";"0,00";"0,00";"12384835,61";"0,00";"4980701,39"
"202171270013";"2021";"Emenda de Bancada";"7127";"BANCADA DE SERGIPE";"0013";"SERGIPE (UF)";"15";"Urbanismo";"244";"Assistência comunitária";"52341383,43";"12383895,35";"7670528,15";"93114021,42";"0,00";"40898544,42"
"202171270014";"2021";"Emenda de Bancada";"7127";"BANCADA DE SERGIPE";"0014";"SERGIPE (UF)";"12";"Educação";"364";"Ensino superior";"6160117,00";"0,00";"0,00";"12320234,00";"0,01";"6160116,99"
"202171050002";"2021";"Emenda de Bancada";"7105";"BANCADA DO AMAPA";"0002";"MACAPÁ - AP";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"12320233,00";"0,00";"0,00";"34922438,10";"0,00";"2038260,90"
"202171050011";"2021";"Emenda de Bancada";"7105";"BANCADA DO AMAPA";"0011";"MACAPÁ - AP";"05";"Defesa nacional";"244";"Assistência comunitária";"12320233,00";"368219,29";"0,00";"36467889,00";"4322,00";"488488,00"
"202171090008";"2021";"Emenda de Bancada";"7109";"BANCADA DO ESPIRITO SANTO";"0008";"ESPÍRITO SANTO (UF)";"15";"Urbanismo";"451";"infra-estrutura urbana";"10112343,00";"0,00";"0,00";"20224686,00";"10112343,00";"0,00"
"202171170014";"2021";"Emenda de Bancada";"7117";"BANCADA DO PARANA";"0014";"PARANÁ (UF)";"06";"Segurança pública";"181";"Policiamento";"12329209,53";"0,00";"0,00";"26397708,03";"0,00";"10589920,56"
"202139200011";"2021";"Emenda Individual - Transferências";"3920";"BIBO NUNES";"0011";"RIO GRANDE DO SUL (UF)";"12";"Educação";"368";"Educação básica";"271707,83";"0,00";"0,00";"728123,49";"0,00";"87000,00"
"202139280011";"2021";"Emenda Individual - Transferências";"3928";"CARLA ZAMBELLI";"0011";"SÃO PAULO (UF)";"06";"Segurança pública";"181";"Policiamento";"1000000,00";"0,00";"0,00";"2587603,55";"0,00";"412396,45"
"202139300006";"2021";"Emenda Individual - Transferências";"3930";"CARLOS JORDY";"0006";"RIO DE JANEIRO (UF)";"10";"Saúde";"301";"Atenção básica";"1123837,00";"283031,00";"283031,00";"2236872,00";"0,00";"285546,00"
"202140870003";"2021";"Emenda Individual - Transferências";"4087";"CARLOS VIANA";"0003";"MINAS GERAIS (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"359992,00";"347140,10";"347140,10";"25703,80";"123,38";"12728,52"
"202139330007";"2021";"Emenda Individual - Transferências";"3933";"CASSIO ANDRADE";"0007";"PARÁ (UF)";"27";"Desporto e lazer";"812";"Desporto comunitário";"500000,00";"3500,00";"3500,00";"1239500,00";"26870,79";"223129,21"
"202130700003";"2021";"Emenda Individual - Transferências";"3070";"CELIO SILVEIRA";"0003";"GOIÁS (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"2727782,00";"1244123,00";"1244123,00";"2967318,00";"0,00";"1483659,00"
"202123880001";"2021";"Emenda Individual - Transferências";"2388";"CLEBER VERDE";"0001";"NOVA COLINAS - MA";"28";"Encargos especiais";"845";"Outras transferências";"500000,00";"500000,00";"500000,00";"0,00";"0,00";"0,00"
"202123880002";"2021";"Emenda Individual - Transferências";"2388";"CLEBER VERDE";"0002";"FEIRA NOVA DO MARANHÃO - MA";"28";"Encargos especiais";"845";"Outras transferências";"500000,00";"500000,00";"500000,00";"0,00";"0,00";"0,00"
"202123880003";"2021";"Emenda Individual - Transferências";"2388";"CLEBER VERDE";"0003";"MARANHÃO (UF)";"28";"Encargos especiais";"845";"Outras transferências";"5000000,00";"5000000,00";"5000000,00";"0,00";"0,00";"0,00"
"202123880004";"2021";"Emenda Individual - Transferências";"2388";"CLEBER VERDE";"0004";"MARANHÃO (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"4179986,00";"4179986,00";"4179986,00";"0,00";"0,00";"0,00"
"202123880005";"2021";"Emenda Individual - Transferências";"2388";"CLEBER VERDE";"0005";"MARANHÃO (UF)";"12";"Educação";"363";"Ensino profissional";"100000,00";"0,00";"0,00";"200000,00";"27,38";"99972,62"
"202123880006";"2021";"Emenda Individual - Transferências";"2388";"CLEBER VERDE";"0006";"GOVERNADOR EUGÊNIO BARROS - MA";"28";"Encargos especiais";"845";"Outras transferências";"500000,00";"500000,00";"500000,00";"0,00";"0,00";"0,00"
"202123880007";"2021";"Emenda Individual - Transferências";"2388";"CLEBER VERDE";"0007";"MARANHÃO (UF)";"12";"Educação";"363";"Ensino profissional";"100000,00";"0,00";"0,00";"200000,00";"317,03";"99682,97"
"202123880008";"2021";"Emenda Individual - Transferências";"2388";"CLEBER VERDE";"0008";"MARANHÃO (UF)";"12";"Educação";"363";"Ensino profissional";"299922,20";"28519,20";"19784,60";"566475,20";"0,00";"273937,60"
"202123880009";"2021";"Emenda Individual - Transferências";"2388";"CLEBER VERDE";"0009";"MARANHÃO (UF)";"06";"Segurança pública";"181";"Policiamento";"100000,00";"0,00";"0,00";"200000,00";"0,00";"100000,00"
"202123880010";"2021";"Emenda Individual - Transferências";"2388";"CLEBER VERDE";"0010";"MARANHÃO (UF)";"10";"Saúde";"301";"Atenção básica";"5000000,00";"5000000,00";"5000000,00";"0,00";"0,00";"0,00"
"202139440005";"2021";"Emenda Individual - Transferências";"3944";"CORONEL ARMANDO";"0005";"SANTA CATARINA (UF)";"20";"Agricultura";"608";"Promoção da produção agropecuária";"2000000,00";"0,00";"0,00";"4871239,37";"27367,16";"1920392,98"
"202139480002";"2021";"Emenda Individual - Transferências";"3948";"DA VITORIA";"0002";"ESPÍRITO SANTO (UF)";"10";"Saúde";"301";"Atenção básica";"1585317,00";"1235322,00";"1235322,00";"799990,00";"0,00";"249995,00"
"202139490002";"2021";"Emenda Individual - Transferências";"3949";"DANIEL FREITAS";"0002";"SANTA CATARINA (UF)";"15";"Urbanismo";"451";"infra-estrutura urbana";"4650000,00";"202683,00";"202683,00";"11429595,00";"0,00";"1912356,00"
"202139620008";"2021";"Emenda Individual - Transferências";"3962";"DR. LEONARDO";"0008";"MATO GROSSO (UF)";"15";"Urbanismo";"244";"Assistência comunitária";"4315000,00";"696392,70";"696392,70";"7895123,59";"197961,70";"2762736,61"
"202123700001";"2021";"Emenda Individual - Transferências";"2370";"EDIO LOPES";"0001";"RORAIMA (UF)";"28";"Encargos especiais";"845";"Outras transferências";"8139992,00";"8139992,00";"8139992,00";"0,00";"0,00";"0,00"
"202123700002";"2021";"Emenda Individual - Transferências";"2370";"EDIO LOPES";"0002";"RORAIMA (UF)";"10";"Saúde";"301";"Atenção básica";"3286779,00";"3286779,00";"3286779,00";"0,00";"0,00";"0,00"
"202123700003";"2021";"Emenda Individual - Transferências";"2370";"EDIO LOPES";"0003";"RORAIMA (UF)";"10";"Saúde";"301";"Atenção básica";"1797372,00";"0,00";"0,00";"4494741,00";"0,00";"897375,00"
"202123700004";"2021";"Emenda Individual - Transferências";"2370";"EDIO LOPES";"0004";"SÃO PAULO (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"500000,00";"500000,00";"500000,00";"0,00";"0,00";"0,00"
"202130910004";"2021";"Emenda Individual - Transferências";"3091";"ELMAR NASCIMENTO";"0004";"BAHIA (UF)";"15";"Urbanismo";"244";"Assistência comunitária";"7501239,72";"878860,34";"855416,71";"13864060,07";"0,00";"6073408,96"
"202123680001";"2021";"Emenda Individual - Transferências";"2368";"FABIO RAMALHO";"0001";"MINAS GERAIS (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"7000000,00";"7000000,00";"7000000,00";"0,00";"0,00";"0,00"
"202123680002";"2021";"Emenda Individual - Transferências";"2368";"FABIO RAMALHO";"0002";"MINAS GERAIS (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"518792,00";"149982,00";"149982,00";"737620,00";"0,00";"368810,00"
"202123680003";"2021";"Emenda Individual - Transferências";"2368";"FABIO RAMALHO";"0003";"MINAS GERAIS (UF)";"10";"Saúde";"301";"Atenção básica";"649986,00";"649986,00";"649986,00";"0,00";"0,00";"0,00"
"202123680004";"2021";"Emenda Individual - Transferências";"2368";"FABIO RAMALHO";"0004";"MINAS GERAIS (UF)";"28";"Encargos especiais";"845";"Outras transferências";"5050000,00";"5050000,00";"5050000,00";"0,00";"0,00";"0,00"
"202123680005";"2021";"Emenda Individual - Transferências";"2368";"FABIO RAMALHO";"0005";"MINAS GERAIS (UF)";"15";"Urbanismo";"244";"Assistência comunitária";"999306,00";"645,00";"0,00";"1998612,00";"0,00";"999306,00"
"202123680006";"2021";"Emenda Individual - Transferências";"2368";"FABIO RAMALHO";"0006";"BELO HORIZONTE - MG";"18";"Gestão ambiental";"122";"Administração geral";"1000000,00";"0,00";"0,00";"2000000,00";"0,00";"1000000,00"
"202123680007";"2021";"Emenda Individual - Transferências";"2368";"FABIO RAMALHO";"0007";"MINAS GERAIS (UF)";"08";"Assistência social";"244";"Assistência comunitária";"580000,00";"300000,00";"300000,00";"560000,00";"0,00";"280000,00"
"202123680008";"2021";"Emenda Individual - Transferências";"2368";"FABIO RAMALHO";"0008";"MINAS GERAIS (UF)";"12";"Educação";"364";"Ensino superior";"250000,00";"0,00";"0,00";"750000,00";"0,00";"0,00"
"202137890003";"2021";"Emenda Individual - Transferências";"3789";"FERNANDO BEZERRA COELHO";"0003";"PERNAMBUCO (UF)";"14";"Direitos da cidadania";"422";"Direitos individuais, coletivos e difusos";"1500000,00";"0,00";"0,00";"3262550,00";"0,00";"1237450,00"
"202123920001";"2021";"Emenda Individual - Transferências";"2392";"FERNANDO COELHO FILHO";"0001";"PERNAMBUCO (UF)";"10";"Saúde";"301";"Atenção básica";"4069996,00";"4069996,00";"4069996,00";"0,00";"0,00";"0,00"
"202123920002";"2021";"Emenda Individual - Transferências";"2392";"FERNANDO COELHO FILHO";"0002";"PERNAMBUCO (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"4069993,00";"4069993,00";"4069993,00";"0,00";"0,00";"0,00"
"202123920003";"2021";"Emenda Individual - Transferências";"2392";"FERNANDO COELHO FILHO";"0003";"PERNAMBUCO (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"300000,00";"0,00";"0,00";"757600,00";"0,00";"142400,00"
"202123920004";"2021";"Emenda Individual - Transferências";"2392";"FERNANDO COELHO FILHO";"0004";"PETROLINA - PE";"20";"Agricultura";"573";"Difusão do conhecimento científico e tecnológico";"104000,00";"1725,00";"1725,00";"204550,00";"0,00";"102275,00"
"202123920005";"2021";"Emenda Individual - Transferências";"2392";"FERNANDO COELHO FILHO";"0005";"PERNAMBUCO (UF)";"28";"Encargos especiais";"845";"Outras transferências";"500000,00";"500000,00";"500000,00";"0,00";"0,00";"0,00"
"202123920006";"2021";"Emenda Individual - Transferências";"2392";"FERNANDO COELHO FILHO";"0006";"PERNAMBUCO (UF)";"15";"Urbanismo";"244";"Assistência comunitária";"7139993,00";"152173,70";"118349,76";"18011367,10";"70,52";"3053492,10"
"202139950003";"2021";"Emenda Individual - Transferências";"3995";"GENERAL PETERNELLI";"0003";"SÃO PAULO (UF)";"12";"Educação";"368";"Educação básica";"4201990,79";"0,00";"0,00";"12369212,16";"3489,16";"233271,05"
"202112180008";"2021";"Emenda Individual - Transferências";"1218";"GONZAGA PATRIOTA";"0008";"PERNAMBUCO (UF)";"20";"Agricultura";"608";"Promoção da produção agropecuária";"500000,00";"0,00";"0,00";"1238750,00";"0,00";"261250,00"
"202123970001";"2021";"Emenda Individual - Transferências";"2397";"HUGO LEAL";"0001";"RIO DE JANEIRO (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"4640000,00";"4240000,00";"4240000,00";"800000,00";"0,00";"400000,00"
"202123970002";"2021";"Emenda Individual - Transferências";"2397";"HUGO LEAL";"0002";"RIO DE JANEIRO (UF)";"10";"Saúde";"301";"Atenção básica";"859948,00";"359948,00";"359948,00";"1000000,00";"0,00";"500000,00"
"202123970003";"2021";"Emenda Individual - Transferências";"2397";"HUGO LEAL";"0003";"RIO DE JANEIRO (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"1499645,00";"613074,00";"613074,00";"1773142,00";"386926,00";"499645,00"
"202123970004";"2021";"Emenda Individual - Transferências";"2397";"HUGO LEAL";"0004";"RIO DE JANEIRO (UF)";"10";"Saúde";"301";"Atenção básica";"1200000,00";"1000000,00";"1000000,00";"400000,00";"0,00";"200000,00"
"202123970005";"2021";"Emenda Individual - Transferências";"2397";"HUGO LEAL";"0005";"RIO DE JANEIRO (UF)";"12";"Educação";"364";"Ensino superior";"299772,94";"90877,02";"86390,95";"433980,28";"90,00";"206075,69"
"202123970006";"2021";"Emenda Individual - Transferências";"2397";"HUGO LEAL";"0006";"RIO DE JANEIRO (UF)";"12";"Educação";"364";"Ensino superior";"400000,00";"0,00";"0,00";"800000,00";"0,00";"400000,00"
"202123970007";"2021";"Emenda Individual - Transferências";"2397";"HUGO LEAL";"0007";"RIO DE JANEIRO (UF)";"12";"Educação";"364";"Ensino superior";"139400,00";"139400,00";"139400,00";"0,00";"0,00";"0,00"
"202123970008";"2021";"Emenda Individual - Transferências";"2397";"HUGO LEAL";"0008";"RIO DE JANEIRO (UF)";"27";"Desporto e lazer";"812";"Desporto comunitário";"800000,00";"3500,00";"3500,00";"2386000,00";"0,00";"3500,00"
"202123970009";"2021";"Emenda Individual - Transferências";"2397";"HUGO LEAL";"0009";"RIO DE JANEIRO (UF)";"27";"Desporto e lazer";"812";"Desporto comunitário";"200000,00";"200000,00";"200000,00";"0,00";"0,00";"0,00"
"202123970010";"2021";"Emenda Individual - Transferências";"2397";"HUGO LEAL";"0010";"RIO DE JANEIRO (UF)";"27";"Desporto e lazer";"811";"Desporto de rendimento";"200000,00";"0,00";"0,00";"400000,00";"0,00";"200000,00"
"202123970011";"2021";"Emenda Individual - Transferências";"2397";"HUGO LEAL";"0011";"RIO DE JANEIRO (UF)";"27";"Desporto e lazer";"811";"Desporto de rendimento";"300000,00";"299921,94";"299921,94";"156,12";"78,06";"0,00"
"202123970012";"2021";"Emenda Individual - Transferências";"2397";"HUGO LEAL";"0012";"RIO DE JANEIRO (UF)";"27";"Desporto e lazer";"812";"Desporto comunitário";"790454,00";"0,00";"0,00";"1800627,97";"2047,54";"568686,49"
"202123970013";"2021";"Emenda Individual - Transferências";"2397";"HUGO LEAL";"0013";"RIO DE JANEIRO (UF)";"20";"Agricultura";"608";"Promoção da produção agropecuária";"600000,00";"0,00";"0,00";"1500000,00";"0,00";"500000,00"
"202123970014";"2021";"Emenda Individual - Transferências";"2397";"HUGO LEAL";"0014";"RIO DE JANEIRO (UF)";"20";"Agricultura";"608";"Promoção da produção agropecuária";"1000000,00";"0,00";"0,00";"2000000,00";"955000,00";"45000,00"
"202123970015";"2021";"Emenda Individual - Transferências";"2397";"HUGO LEAL";"0015";"RIO DE JANEIRO (UF)";"08";"Assistência social";"244";"Assistência comunitária";"2050000,00";"1653499,60";"1653499,60";"805973,20";"382000,00";"1528,00"
"202123970017";"2021";"Emenda Individual - Transferências";"2397";"HUGO LEAL";"0017";"Nacional";"05";"Defesa nacional";"152";"Defesa naval";"500000,00";"485985,60";"0,00";"1000000,00";"0,00";"500000,00"
"202128850010";"2021";"Emenda Individual - Transferências";"2885";"HUMBERTO COSTA";"0010";"PERNAMBUCO (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"1489993,00";"1239993,00";"1239993,00";"500000,00";"0,00";"250000,00"
"202123760001";"2021";"Emenda Individual - Transferências";"2376";"JAYME CAMPOS";"0001";"MATO GROSSO (UF)";"10";"Saúde";"301";"Atenção básica";"6139993,00";"6073205,00";"6073205,00";"133576,00";"0,00";"66788,00"
"202123760002";"2021";"Emenda Individual - Transferências";"2376";"JAYME CAMPOS";"0002";"MATO GROSSO (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"2000000,00";"1852644,00";"1852644,00";"294712,00";"0,00";"147356,00"
"202123760003";"2021";"Emenda Individual - Transferências";"2376";"JAYME CAMPOS";"0003";"MATO GROSSO (UF)";"28";"Encargos especiais";"845";"Outras transferências";"8139993,00";"8139993,00";"8139993,00";"0,00";"0,00";"0,00"
"202138860012";"2021";"Emenda Individual - Transferências";"3886";"JEAN PAUL PRATES";"0012";"RIO GRANDE DO NORTE (UF)";"23";"Comércio e serviços";"695";"Turismo";"500000,00";"7000,00";"7000,00";"1232500,61";"0,00";"246499,39"
